DEPARTAMEN;DISTRITO;ZONA;DIRECCION;CODIGO_UE;UNIDAD_EDU
COCHABAMBA;VACAS;TOTORAMAYU;SEGUNDA SECCION VACAS;70940028;TOTORAMAYU
COCHABAMBA;VACAS;TOTORAPAMPA;CARRETERA RODEO MIZQUE KM. 15 NORTE;70940029;TOTORA PAMPA
COCHABAMBA;VACAS;VACAS;AV. AROMA CASI COMERCIO;70940034;VACAS
COCHABAMBA;VACAS;YEGUA CANCHA;YEGUA CANCHA;70940031;YEGUA CANCHA
COCHABAMBA;VACAS;QOTURI;QOTURI;70940018;10 DE JUNIO
COCHABAMBA;VACAS;PAJCHA BAJA;SEGUNDA SECCION VACAS;70940036;PAJCHA BAJA
COCHABAMBA;VACAS;HUAYNILLO;CARRETERA ARANI MIZQUE DESVIO 5 KM. ESTE;70940032;HUAYNILLO
COCHABAMBA;VACAS;PAREDONES;PAREDONES;70940037;PAREDONES
COCHABAMBA;VACAS;CENTRAL;VACAS;70940035;TORIBIO CLAURE
COCHABAMBA;VACAS;COMUNIDAD CHAULLA MAYU;COMUNIDAD CHAULLA MAYU;70940038;LUIS ESPINAL
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);TOTORAL;VILLA TOTORAL;70950001;VILLA TOTORAL
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);PHINQUINA;PHINQUINA;70950007;PHINQUINA
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);KASAPATA;KASAPATA;70950009;CNL. JAIME TRIGO GANDARILLAS
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);LLALLAGUANI;LLALLAGUANI;70950010;JULIO TRIGO ANTEZANA
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);CHILLCANI;CHILLCANI CAMINO VECINAL MISMO PUEBLO;70950011;CHILLCANI
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);TORANCALI;TORANCALI;70950013;PADRE ANDRES MORENO
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);MOLLE PUQRO;MOLLE PUQRO;70950014;MOLLE PUQRO
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);PUCARA PAMPA;PUCARA PAMPA;70950002;LUIS ESPINAL
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);LLAVINI;LLAVINI;70950015;MARCELO QUIROGA SANTA CRUZ
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);MOROCHATA;MOROCHATA;70950016;ANTONIO JOSE DE SUCRE
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);QHOCHI KASA;QHOCHI KASA;70950017;EDUARDO ABAROA
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);THAQU QASA;THAQU QASA;70950018;THAQU K'ASA
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);MUÑA MAYU;MUÑA MAYU;70950019;MANUELA GANDARILLAS
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);BLANCO RANCHO;BLANCO RANCHO;70950021;VITALIANO RODRIGUEZ
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);SOICO;SOICO;70950023;SOICO
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);LA VIÑA;LA VIÑA;70950024;LA VIÑA
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);SAN ISIDRO;SAN ISIDRO;70950031;SAN ISIDRO
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);QUIRIRIA;QUIRIRIA;70950027;ARTURO SARMIENTO DE QUIRIRIA
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);THOLAJARA;THOLAJARA;70950025;THOLAJARA
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);HUERTA MAYU ALTO;HUERTA MAYU ALTO;70950028;HUERTA MAYU ALTO
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);QUEBRADA HONDA;QUEBRADA HONDA;70950030;QUEBRADA HONDA
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);AGUADA;ECIA. AGUADA;70950036;AGUADA
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);SIVINGANI;SIVINGANI;70950035;SIVINGANI
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);LLOQUE MAYU;LLOQUE MAYU;70950039;MARIA GANDARILLAS
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);CARANOTA;CARANOTA;70950040;CARANOTA
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);CRUZ QASA;CRUZ QASA;70950041;CRUZ QASA
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);THAYAPAYA;THAYAPAYA;70950048;THAYAPAYA
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);VILLA SAN JOSE;SAN JOSE;70950042;SAN JOSE
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);MOLLINI;MOLLINI;70950020;RENE BARRIENTOS ORTUÑO
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);JATUN CIENEGA;JATUN CIENEGA;70950022;JATUN CIENEGA
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);CABRERA;CABRERA;70950049;2 DE AGOSTO
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);TIJRASKA;TIJRASKA;70950012;ANDRES MORENO SILES
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);CALALLUSTA;CALALLUSTA;70950032;CALALLUSTA
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);RODEO;RODEO;70950033;RODEO
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);CENTRAL;CALLE ESTEBAN ARCE ENTRE SAN JOSE DE CALASANZ S/N;70950051;SAN JOSE DE CALASANZ
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);LLULLUCHANI;LLULLUCHANI;70950052;SIMON BOLIVAR
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);SINDICATO MOLLINI CENTRO;CAMINO VECINAL Y EL RIO DE LA COMUNIDAD;70950075;PAJCHA PATA ALTO
COCHABAMBA;MOROCHATA;CHULLPA PAMPA;MOROCHATA;70960098;MARIANO BAPTISTA
COCHABAMBA;MOROCHATA;ANJULUNI;ANJULUNI;70960002;ANJULUNI
COCHABAMBA;MOROCHATA;CHAQUILOMA;CHAQUILOMA;70960005;VILLA ROSARIO
COCHABAMBA;MOROCHATA;CHIJMUNI;CHIJMUNI;70960006;CHIJMUNI
COCHABAMBA;MOROCHATA;HUAJCHAMAYU;;70960085;HUAJCHAMAYU
COCHABAMBA;MOROCHATA;CHINCHIRI;CHINCHIRI;70960008;GILDARO ANTEZANA ROJAS
COCHABAMBA;MOROCHATA;CHORITOS;;70960009;CHORITOS
COCHABAMBA;MOROCHATA;CHORO;CHORO;70960010;15 DE FEBRERO
COCHABAMBA;MOROCHATA;CHULLPA K'ASA;CHULLPA KASA GRANDE;70960011;14 DE SEPTIEMBRE
COCHABAMBA;MOROCHATA;CHURURI;CHURURI;70960012;CHURURI
COCHABAMBA;MOROCHATA;RINCONADA;RINCONADA;70960015;PEDRO LAIME CHUSPI
COCHABAMBA;MOROCHATA;COCAPATA;COCAPATA;70960016;COCAPATA
COCHABAMBA;MOROCHATA;CORATA;CORATA;70960018;CORATA
COCHABAMBA;MOROCHATA;FALSURI;;70960024;CHOQUECAMATA
COCHABAMBA;MOROCHATA;WAYCU;WAYCU;70960091;WAYCU
COCHABAMBA;MOROCHATA;HUAYLLAS;HUAYLLAS;70960025;EDUARDO ABAROA
COCHABAMBA;MOROCHATA;HUERTA;HUERTA;70960026;HUERTA
COCHABAMBA;MOROCHATA;HUMAMARCA;HUMAMARCA;70960027;HUMAMARCA
COCHABAMBA;MOROCHATA;IGLESIANI;IGLESIANI;70960028;IGLESIANI
COCHABAMBA;MOROCHATA;JATUN CIENEGA;JATUN CIENEGA;70960030;JATUN CIENEGA
COCHABAMBA;MOROCHATA;HINCHIPAMPM;CMD.KHOCHIPAMPA;70960031;KHOCHIPAMPA
COCHABAMBA;MOROCHATA;MOLLE PUNCU;MOLLE PUNCU;70960032;ANTONIO JOSE DE SUCRE
COCHABAMBA;MOROCHATA;COLLPA CHICO;COLLPA CHICO;70960033;COLLPA CHICO
COCHABAMBA;MOROCHATA;KUMARA;KUMARA;70960035;JUAN JOSE TORREZ
COCHABAMBA;MOROCHATA;LA AGUADA;LA AGUADA;70960036;JUAN URRUTIA
COCHABAMBA;MOROCHATA;COM. LAGUNAS CARMEN;LAGUNAS CARMEN;70960037;LAGUNAS CARMEN
COCHABAMBA;MOROCHATA;LAGUNILLAS;LAGUNILLAS;70960038;LAGUNILLAS
COCHABAMBA;MOROCHATA;LINDE;CMD. LINDE;70960039;LINDE
COCHABAMBA;MOROCHATA;LINK'UPATA;LINKUPATA;70960040;LINKUPATA
COCHABAMBA;MOROCHATA;MILLUNI;MILLUNI;70960043;MILLUNI
COCHABAMBA;MOROCHATA;TARACOLLO;TARACOLLO;70960045;TARACOLLO
COCHABAMBA;MOROCHATA;MURMUTANI;MURMUNTANI;70960046;MURMUNTANI
COCHABAMBA;MOROCHATA;BAJO CHILLAVI;BAJO CHILLAVI;70960117;BAJO CHILLAVI
COCHABAMBA;MOROCHATA;PALTA CUEVA;;70960047;PALTA CUEVA
COCHABAMBA;MOROCHATA;PAPALOMA;PAPALOMA;70960048;PAPALOMA
COCHABAMBA;MOROCHATA;PARARANI;PARARANI;70960049;ESTEBAN ARZE
COCHABAMBA;MOROCHATA;PATA MOROCHATA;PATA MOROCHATA;70960050;PATA MOROCHATA
COCHABAMBA;MOROCHATA;PIUSILLA;PIUSILLA;70960052;RENE BARRIENTOS ORTUÑO
COCHABAMBA;MOROCHATA;PUCARANI GRANDE;PUCARANI GRANDE;70960054;PUCARANI GRANDE
COCHABAMBA;MOROCHATA;PUCARITA;PUCARITA;70960055;PUCARITA
COCHABAMBA;MOROCHATA;PULPERAS;CMD. PULPERAS;70960056;PULPERAS
COCHABAMBA;MOROCHATA;PUNACACHI;PUNACACHI;70960057;JULIO ESPINOZA CANELAS
COCHABAMBA;MOROCHATA;ROSA Y VALLE;ROSA Y VALLE;70960058;JOSE BALLIVIAN
COCHABAMBA;MOROCHATA;SAUCE RANCHO;SAUCE RANCHO;70960061;SAUCE RANCHO
COCHABAMBA;MOROCHATA;SEPULTURAS;SEPULTURAS;70960062;FLOR ANDINA
COCHABAMBA;MOROCHATA;MACHACAMARCA;MACHACAMARCA;70960064;MACHACAMARCA
COCHABAMBA;MOROCHATA;PARTE LIBRE;PARTE LIBRE;70960065;PARTE LIBRE
COCHABAMBA;MOROCHATA;TETILLAS;TETILLAS;70960068;TETILLAS
COCHABAMBA;MOROCHATA;TICOPAYA;TICOPAYA;70960069;TICOPAYA
COCHABAMBA;MOROCHATA;TIRITA;TIRITA;70960070;TIRITA
COCHABAMBA;MOROCHATA;CHINCHIRI;TOTORANI;70960023;TOTORANI
COCHABAMBA;MOROCHATA;TUIRUNI GRANDE;CMD. TUIRUNI GRANDE;70960073;TUIRUNI
COCHABAMBA;MOROCHATA;CASA Y VINTO;CASA Y VINTO;70960074;CASA Y VINTO
COCHABAMBA;MOROCHATA;TUNARI;TUNARI;70960075;TUNARI
COCHABAMBA;MOROCHATA;UNTUAVI;UNTUAVI;70960076;UNTUAVI
COCHABAMBA;MOROCHATA;URAPARANGANI;URAPARANGANI;70960077;URAPARANGANI
COCHABAMBA;MOROCHATA;UYUNI;UYUNI;70960078;UYUNI
COCHABAMBA;MOROCHATA;VELA RANCHO;VELA RANCHO;70960079;VELA RANCHO
COCHABAMBA;MOROCHATA;VERA CRUZ;VERA CRUZ;70960080;VERA CRUZ
COCHABAMBA;MOROCHATA;VILA COLLPA;VILA COLLPA;70960081;VILA COLLPA
COCHABAMBA;MOROCHATA;VILUYO;VILUYO;70960083;VILUYO
COCHABAMBA;MOROCHATA;VISCAYNO;VISCAYNO;70960084;VISCAYNO
COCHABAMBA;MOROCHATA;WARMI HUAÑUSQA;WARMI HUAÑUSQA;70960086;27 DE MAYO
COCHABAMBA;MOROCHATA;WALLATA;WALLATA;70960096;WALLATA
COCHABAMBA;MOROCHATA;ATAMACHI;ALTAMACHI;70960001;ALTAMACHI
COCHABAMBA;MOROCHATA;CHACAMAYU;CHACAMAYU;70960004;CHACAMAYU
COCHABAMBA;MOROCHATA;CHILLAVI;;70960007;GERMAN BUSCH
COCHABAMBA;MOROCHATA;CHUTO ORKO;CHUTO ORKO;70960013;CHUTO ORKO
COCHABAMBA;MOROCHATA;PUTUCUNI;CMD. PUTUCUNI;70960014;MAX FERNANDEZ ROJAS
COCHABAMBA;MOROCHATA;AZANQUIRI;AZANQUIRI;70960019;AZANQUIRI
COCHABAMBA;MOROCHATA;JATUN RUMI;JATUN RUMI;70960021;MCAL. ANDRES DE SANTA CRUZ
COCHABAMBA;MOROCHATA;LACHIRAYA;LACHIRAYA;70960022;RAYMUNDO HERMAN PINT
COCHABAMBA;MOROCHATA;INCACASANI;INCACASANI;70960029;GUALBERTO VILLARROEL
COCHABAMBA;MOROCHATA;MACHACAIMA;MACHACAIMA;70960041;MACHACAIMA
COCHABAMBA;MOROCHATA;VILLA SAN ISIDRO;VILLA SAN ISIDRO;70960059;VILLA SAN ISIDRO
COCHABAMBA;MOROCHATA;SANKAYUNI;SANKAYUNI;70960060;SANKAYUNI
COCHABAMBA;MOROCHATA;SUCHUNI;SUCHUNI;70960066;SUCHUNI
COCHABAMBA;MOROCHATA;TEMBLADERAS;TEMBLADERAS;70960067;TEMBLADERAS
COCHABAMBA;MOROCHATA;TOTOR K´ASA;CMD. TOTOR KASA;70960071;TOTOR K'ASA
COCHABAMBA;MOROCHATA;TUINI;TUINI;70960072;URBANO CAMACHO
COCHABAMBA;MOROCHATA;YURAYA GRANDE;YURAYA GRANDE;70960087;YURAYA GRANDE
COCHABAMBA;MOROCHATA;YURANA CHICO;YURAYA CHICO;70960088;YURAYA CHICO
COCHABAMBA;MOROCHATA;CALIENTES;CALIENTES;70960090;PEDRO DOMINGO MURILLO
COCHABAMBA;MOROCHATA;TOCORANI;TOCORANI;70960094;TOCORANI
COCHABAMBA;MOROCHATA;CHIARAJE;CHIARAJE;70960100;CHIARAJE
COCHABAMBA;MOROCHATA;ICARI;ICARI;70960101;ICARI
COCHABAMBA;MOROCHATA;JATUM PAMPA;JUTUN PAMPA;70960102;BUENA VISTA
COCHABAMBA;MOROCHATA;SAN MIGUEL;SAN MIGUEL;70960106;SAN MIGUEL
COCHABAMBA;MOROCHATA;CONDOR HUTA;CONDOR HUTA;70960113;CONDOR HUTA
COCHABAMBA;MOROCHATA;SIKINI;COMUNIDAD VILLA VINTO;70960109;OSCAR ALFARO
COCHABAMBA;MOROCHATA;JUTUN PAMPA;JUTUN PAMPA;70960116;JATUN PAMPA
COCHABAMBA;MOROCHATA;KORI MAYU;QORI MAYU;70960112;FRANZ TAMAYO
COCHABAMBA;MOROCHATA;PABLO CUEVA;;70960103;PABLO CUEVA
COCHABAMBA;MOROCHATA;LLINK'U KALUYO;LINKU KALUYO;70960107;LINK'U
COCHABAMBA;MOROCHATA;TOLDOMOQO;TOLDOMOQO;70960092;TOLDOMOQO
COCHABAMBA;MOROCHATA;TORRENI;TORRENI;70960093;TORRENI
COCHABAMBA;MOROCHATA;COTACAJES;COTACAJES;70960115;COTACAJES
COCHABAMBA;MOROCHATA;TIERRAS NUEVAS;TIERRAS NUEVAS;70960104;LITORAL
COCHABAMBA;MOROCHATA;COLORADO;COLORADO;80830071;COLORADO
COCHABAMBA;MOROCHATA;SAN CRISTOBAL;SAN CRISTOBAL;70960123;SAN CRISTOBAL
COCHABAMBA;MOROCHATA;K'IRI K'IRI;"CMD. K""IRI K""IRI";70960114;SIMON BOLIVAR
COCHABAMBA;MOROCHATA;MUÑOZ CUEVA;;70960099;MUÑOZ CUEVA
COCHABAMBA;MOROCHATA;GUALBERTO VILLARROEL;GUALBERTO VILLARROEL;70960124;12 DE OCTUBRE
COCHABAMBA;MOROCHATA;POTRERO;;70960119;POTRERO
COCHABAMBA;MOROCHATA;CHULLPAS;CHULLPAS;70960125;CHULLPAS
COCHABAMBA;MOROCHATA;NORTE COCAPATA;A ORILLAS DEL RIO COTACAJES;70960127;SEQUE RANCHO
COCHABAMBA;MOROCHATA;YAYANI;YAYANI;70960097;HILARION GRAGEDA
COCHABAMBA;MOROCHATA;CHULLPA K'ASA CHICO;CHULLPA KASA CHICO;70960108;CHULLPA K'ASA CHICO
COCHABAMBA;MOROCHATA;SAN MIGUEL;SAN MIGUEL;70960128;ELIZARDO PEREZ
COCHABAMBA;MOROCHATA;MARAVILLAS;MARAVILLAS ORILLAS DEL RIO COTACAJES;70960129;MARAVILLAS
COCHABAMBA;MOROCHATA;;KALA TAKATA;70960131;KALA TAKATA
COCHABAMBA;MOROCHATA;PARARANI;PARARANI;70960122;ARCO PAMPA
COCHABAMBA;MOROCHATA;TOTORANI;ECIA. TOTORANI;70960121;HUERTA PAMPA
COCHABAMBA;MOROCHATA;PULLCHINTA;PULLCHINTA;70960132;PULLCHINTA
COCHABAMBA;MOROCHATA;;JATUN INCACASANI;70960134;JATUN INCACASANI
COCHABAMBA;MOROCHATA;PAIRUMANI;PAIRUMANI;70960136;PAIRUMANI
COCHABAMBA;MOROCHATA;COLQUECHACA;;70960137;TUPAK KATARI
COCHABAMBA;MOROCHATA;VISCACHAS;;70960138;DIONICIO MORALES CHOQUE
COCHABAMBA;MOROCHATA;RANCHO (RANCHERIO) SUNCHU VERDE;SUCHUNI VERDE;70960139;SUCHUNI VERDE
COCHABAMBA;MOROCHATA;TOTORANI;ICARI;70960140;NUEVA FINLANDIA
COCHABAMBA;MOROCHATA;;;70960141;WARISATA
COCHABAMBA;TIRAQUE;AGRIGENTO B;AGRIGENTO B;80830001;AGRIGENTO B
COCHABAMBA;TIRAQUE;CAÑACOTA;CARRETERA ANTIGUA A SANTA CRUZ KM. 73;80830002;CAÑACOTA
COCHABAMBA;TIRAQUE;CHAPAPANI;CHAPAPANI;80830003;JOSE GOITIA
COCHABAMBA;TIRAQUE;CH'AQUI KOCHA;CMD. CHAQUI KOCHA;80830004;CH'AQUI KOCHA
COCHABAMBA;TIRAQUE;CHURO GRANDE;CHURO GRANDE;80830005;CHURO GRANDE
COCHABAMBA;TIRAQUE;BOQUERON K'ASA;CARRETERA ANTIGUA A SANTA CRUZ KM. 75;80830006;BOQUERON K'ASA
COCHABAMBA;TIRAQUE;BOQUERON ALTO;CARRETERA ANTIGUA A SANTA CRUZ KM. 75;80830007;BOQUERON ALTO
COCHABAMBA;TIRAQUE;CMD. CARBON MAYU;CMD. CARBON MAYU;80830008;CARBON MAYU
COCHABAMBA;TIRAQUE;K´ASPI CANCHA BAJA;CMD. KASPI CANCHA BAJA;80830009;KASPI CANCHA BAJA
COCHABAMBA;TIRAQUE;CHULLCU MAYU;CHULLCU MAYU KM. 83 CARRETERA SANTA CRUZ;80830056;CHULLCU MAYU
COCHABAMBA;TIRAQUE;CEBADA JICH'ANA;CARRETERA ANTIGUA A SANTA CRUZ KM. 71;80830010;CEBADA JICH'ANA
COCHABAMBA;TIRAQUE;CMD. CHAPISIRCA;CMD. CHAPISIRCA;80830011;CHAPISIRCA
COCHABAMBA;TIRAQUE;KOARI MEDIO;CARRETERA ANTIGUA A SANTA CRUZ KM. 80;80830012;KOARI
COCHABAMBA;TIRAQUE;CMD. CUMBRE;CMD. CUMBRE;80830013;CUMBRE
COCHABAMBA;TIRAQUE;CMD. KHOTANI ALTO;CMD. KHOTANI ALTO;80830015;6 DE AGOSTO
COCHABAMBA;TIRAQUE;CMD. KHOTANI BAJO;CMD. KHOTANI BAJO;80830016;COTANI BAJO
COCHABAMBA;TIRAQUE;PAIRUMANI;CBBA-SANTA CRUZ;80830017;PAIRUMANI
COCHABAMBA;TIRAQUE;PARRA RANCHO;COMUNIDAD DE PARRA RANCHO;80830019;HORTENCIA ROJAS
COCHABAMBA;TIRAQUE;CMD. SACABAMBILLA;SACABAMBILLA ALTA;80830020;NUEVO AMANECER
COCHABAMBA;TIRAQUE;SACABAMBILLA BAJA;SACABAMBILLA BAJA;80830021;SAN JUAN BAUTISTA
COCHABAMBA;TIRAQUE;SANK'AYANI ALTO;CARRETERA ANTIGUA A SANTA CRUZ KM. 71;80830057;SANK'AYANI ALTO
COCHABAMBA;TIRAQUE;CMD. SANCHEZ RANCHO;CMD. SANCHEZ RANCHO;80830022;SANCHEZ RANCHO
COCHABAMBA;TIRAQUE;CMD. TUTURUYU BAJO;CMD. TUTURUYU BAJO;80830023;TUTURUYU
COCHABAMBA;TIRAQUE;TORALAPA BAJA;CMD. TORALAPA BAJA;80830025;TORALAPA BAJA
COCHABAMBA;TIRAQUE;COMUNIDAD WAKA WASI;CMD. WAKA WASI;80830026;WAKA WASI
COCHABAMBA;TIRAQUE;ZAPATA RANCHO;ZAPATA RANCHO;80830027;ZAPATA RANCHO
COCHABAMBA;TIRAQUE;CONI ALTO;CONI ALTO;80830028;CONI ALTO
COCHABAMBA;TIRAQUE;EL DORADO;EL DORADO;80830030;DORADO
COCHABAMBA;TIRAQUE;F TROPICAL;F TROPICAL;80830032;F TROPICAL
COCHABAMBA;TIRAQUE;WAYLLA P'UJRU;WAYLLA PUJRU;80830033;WAYLLA P'UJRU
COCHABAMBA;TIRAQUE;IBUELO;IBUELO;808,300,348,083,008;IBUELO,IBUELO A
COCHABAMBA;TIRAQUE;ILURI GRANDE;ILURI GRANDE;80830035;ILURI GRANDE
COCHABAMBA;TIRAQUE;TIRAQUE;HEROES DEL CHACO (ALAMEDA);808,300,378,083,008;JUAN JOSE CARRASCO,ESTEBAN AVELLI
COCHABAMBA;TIRAQUE;CMD. RODEO;CMD. RODEO;80830060;RODEO
COCHABAMBA;TIRAQUE;K´ASPI CANCHA ALTA;CMD. K´ASPI CANCHA ALTA;80830038;KASPI CANCHA ALTA
COCHABAMBA;TIRAQUE;QHUCHI MIT'A;CMD. QHUCHIMITA;80830039;QHUCHI MIT'A
COCHABAMBA;TIRAQUE;LAUCA EÑE;LAUCA EÑE;80830040;DEMETRIO CANELAS
COCHABAMBA;TIRAQUE;MAJO PAMPA;MAJO PAMPA;80830041;MAJO PAMPA
COCHABAMBA;TIRAQUE;MIRAFLORES;MIRAFLORES;80830042;MIRAFLORES
COCHABAMBA;TIRAQUE;MONTE RICO;MONTE RICO;80830043;VILLA IMPERIAL
COCHABAMBA;TIRAQUE;SAN ISIDRO;SAN ISIDRO;80830045;SAN ISIDRO
COCHABAMBA;TIRAQUE;SAN JOSE DE SHINAHOTA;SAN JOSE DE SHINAHOTA;80830046;SAN JOSE DE SHINAHOTA
COCHABAMBA;TIRAQUE;SAN LUIS;SAN LUIS;808,300,478,083,008;SAN LUIS,SAN LUIS A
COCHABAMBA;TIRAQUE;SANTA ROSA EÑE;SANTA ROSA;80830061;MARCELO QUIROGA SANTA CRUZ
COCHABAMBA;TIRAQUE;SHINAHOTA;CALLE COMERCIO S/N ENTRE 16 DE JULIO Y GERMAN BUSCH;808,300,488,083,008;GERMAN BUSCH A,SHINAHOTA
COCHABAMBA;TIRAQUE;TIRAQUE;BOLIVAR ENTRE ESTUDIANTE E INGAVI;80830063;ISABEL TORRICO ARNEZ COBIJA
COCHABAMBA;TIRAQUE;TORALAPA ALTA;TORALAPA ALTA;80830049;LUIS ESPINAL CAMPS
COCHABAMBA;TIRAQUE;ISKAY WASI;ISKAY WASI;80830050;TOTORA KHOCHA
COCHABAMBA;TIRAQUE;VILLA FERNANDEZ;VILLA FERNANDEZ;80830052;VILLA FERNANDEZ
COCHABAMBA;TIRAQUE;VILLA VICTORIA;VILLA VICTORIA;80830053;JACINTO ECCHER
COCHABAMBA;TIRAQUE;VISCACHANI;VISCACHANI;80830054;1RO. DE JUNIO
COCHABAMBA;TIRAQUE;SANK´AYANI BAJO;CMD. SANKAYANI BAJO;80830058;SANK'AYANI BAJO
COCHABAMBA;ARANI;JUTULAYA;JUTULAYA;80830059;MEJILLONES
COCHABAMBA;TIRAQUE;TIRAQUE;CALLE VANDIOLA ENTRE AROMA Y ESTUDIANTES;808,300,648,083,008;PAULINO SILES,TIRAQUE
COCHABAMBA;TIRAQUE;CMD. PALCA;CMD. PALCA;80830067;GUALBERTO VILLARROEL
COCHABAMBA;TIRAQUE;TOLAPAMPA;TOLAPAMPA;80830024;TOLAPAMPA
COCHABAMBA;TIRAQUE;UCHUCHI CANCHA;UCHUCHI CANCHA;80830051;UCHUCHI CANCHA
COCHABAMBA;TIRAQUE;KAYARANI;KAYARANI KM. 86 CARRETERA ANTIGUA A SANTA CRUZ;80830055;27 DE MAYO
COCHABAMBA;TIRAQUE;SAN JOSE DE CHIQUITOS;CMD. SAN JOSE DE CHIQUITOS;80830072;4 DE ABRIL
COCHABAMBA;TIRAQUE;COLORADO;COLORADO;80830073;COLORADO
COCHABAMBA;TIRAQUE;SHINAHOTA;SUD ESTE DE LA POBLACION DE SHINAHOTA;80830066;GERMAN BUSCH B
COCHABAMBA;TIRAQUE;SANTA ROSA;SANTA ROSA;80830062;IBUELO DE SANTA ROSA
COCHABAMBA;TIRAQUE;SINDICATO EÑE ALTO;SINDICATO EÑE ALTO;80830079;PUERTO AROMA
COCHABAMBA;TIRAQUE;SINDICATO GERMAN BUSCH;AVENIDA EL COLONO S/N BARRIO VILLA BARRIENTOS;80830078;MCAL. SUCRE
COCHABAMBA;TIRAQUE;MAJO PAMPA 'B';"MAJO PAMPA ""B""";80830083;MAJO PAMPA B
COCHABAMBA;TIRAQUE;AGRIGENTO 'A';"SINDICATO AGRARIO AGRIGENTO ""A""";80830084;AGRIGENTO A
COCHABAMBA;TIRAQUE;T'OGO RANCHO BAJO;COMUNIDAD DE TOG'O RANCHO BAJO;80830086;5 DE AGOSTO
COCHABAMBA;TIRAQUE;KOARI BAJO;KOARI BAJO;80830087;26 DE MAYO
COCHABAMBA;BOLIVAR;AQUERANA;AQUERANA;80840001;AQUERANA
COCHABAMBA;BOLIVAR;BOLIVAR;BOLIVAR-HUMBERTO PACHECO;80840002;SIMON BOLIVAR
COCHABAMBA;BOLIVAR;CARPANI;COMUNIDAD CARPANI;80840004;CARPANI
COCHABAMBA;BOLIVAR;CHALLOMA;CHALLOMA;80840005;CHALLOMA
COCHABAMBA;BOLIVAR;CHALLVIRI A;CHALLVIRI A;80840008;CHALLVIRI A
COCHABAMBA;BOLIVAR;CHAMPOJO;CHAMPOJO;80840009;CHAMPOJO
COCHABAMBA;BOLIVAR;CHULLPANI;CHULLPANI;80840010;CHULLPANI
COCHABAMBA;BOLIVAR;VILLA VICTORIA;VILLA VICTORIA;80840011;MEJILLONES DE VILLA VICTORIA
COCHABAMBA;BOLIVAR;COLLPACOTA;COLLPACOTA;80840012;COLLPACOTA
COCHABAMBA;BOLIVAR;COLLPUMA;COLLPUMA;80840013;LITORAL DE COLLPUMA
COCHABAMBA;BOLIVAR;CONDORHUACHA;CONDORHUACHA;80840014;CONDORHUACHA
COCHABAMBA;BOLIVAR;COYUMA;COYUMA;80840015;COYUMA
COCHABAMBA;BOLIVAR;HUAJRUYO;HUAJRUYO;80840016;HUAJRUYO
COCHABAMBA;BOLIVAR;JAMPATOCAYMA;JAMPATOCAYMA;80840017;JAMPATOCAYMA
COCHABAMBA;BOLIVAR;LLAYTANI;LLAYTANI;80840019;LLAYTANI
COCHABAMBA;BOLIVAR;MATARKOTA;MATARKOTA;80840020;MATARKOTA
COCHABAMBA;BOLIVAR;PACACHANI;PACACHANI;80840006;PACACHANI
COCHABAMBA;BOLIVAR;;;80840021;HUMBERTO PACHECO DE PAMPAJASI
COCHABAMBA;BOLIVAR;PUYTUCANI;PUYTUCANI;80840023;PUYTUCANI
